ScotApp_271,Godkänn använda kuponger
ScotApp_971,971unused
ScotApp_871,Bekräfta paus
ScotApp_1840,Butiksnr:
ScotApp_750,Idag totalt
ScotApp_650,Normal produkt
ScotApp_550,550unused
ScotApp_450,450unused
ScotApp_350,Status Kontanter/Papper
ScotApp_250,250unused
ScotApp_150,Välj valör för uttaget
ScotApp_1773,"Tryck på ""Godkänn kupong"" för att godkänna kupongen eller öppna läget Hjälp för att avvisa den."
ScotApp_950,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s %s tillagd;LSWND3=%s;
ScotApp_850,En vara
ScotApp_1405,Affärens kassasystem är osynkroniserat. Öppna läget Hjälp för att synkronisera.
ScotApp_1513,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1657,Ogiltig avd
ScotApp_1225,OKÄND VARA
ScotApp_644,-------------------------------------------------------------------
ScotApp_544,Lösenord kan inte ha mer än %d siffror.
ScotApp_444,Matkuponger
ScotApp_344,344unused
ScotApp_244,244unused
ScotApp_144,Jämför signaturer
ScotApp_1590,MYNT I KASSETT %s HAR FASTNAT
ScotApp_1669,Fel på mynt eller sedelrecyklern
ScotApp_944,För många förfrågningar om kasse/låda.  Max = %d.
ScotApp_844,844unused
ScotApp_1729,Söka efter vara:
ScotApp_1447,Ta bort kontanter
ScotApp_1703,(+)
ScotApp_1656,"Ange avd.kod och tryck på ""OK"""
ScotApp_915,För många förfrågningar om att hoppa över bandet.  Max = %d.
ScotApp_1668,Sedelstopp kan ha uppstått på den plats som visas. Öppna övre locket på sedelrecyklern.  Ta bort eventuella sedlar som fastnat.  Stäng enheten och sätt tillbaka övre locket på sedelrecyklern.  Fortsätt transaktionen.
ScotApp_1542,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1139,Luckan till sedelutmataren är öppen.
ScotApp_1254,PIP DEBIT BETALKONTO
ScotApp_1249,PIP ALLMÄNT
ScotApp_77,Kredit
ScotApp_67,Gå tillbaka
ScotApp_57,Avsluta och betala
ScotApp_47,Starta
ScotApp_37,37unused
ScotApp_1458,NCR SelfServ Checkout-rapport
ScotApp_17,Kupong
ScotApp_1752,Vikten på vågen överstiger dess kapacitet.
ScotApp_1643,Fel på sedelrecyklern
ScotApp_97,Välj förpackning i listan
ScotApp_87,87unused
ScotApp_1665,Lås upp och ta bort kassetten. Ta bort de sedlar som fastnat. Sätt tillbaka kassetten. Stäng recyklern. Fortsätt transaktionen.
ScotApp_1138,Matade inte ut %s-sedlar.
ScotApp_1589,MYNTEN ÄR SLUT
ScotApp_1445,Ändrat antal
ScotApp_1318,Läs in kuponger
ScotApp_1654,Antalet överskrider kapaciteten. Maxantalet för laddning är %d. Antalet %d anges automatiskt.
ScotApp_796,"För få mynt eller fel på/avstängd myntutmatare.\n* Starta utmataren ELLER\n* Fyll på, stäng av och starta igen, tryck på ""Växelmynt påfyllt"" på skärmen Kassastatus."
ScotApp_696,696unused
ScotApp_596,NCR SelfServ Checkout AuxDisp laddat.
ScotApp_1391,"Tryck på ""Problemet ar åtgärdat"".\nStäng av och starta om terminalen om felet kvarstår."
ScotApp_396,Hjälp från personalen behövdes för:
ScotApp_296,296unused
ScotApp_196,Presentation Services laddas...
ScotApp_1588,"Alla kassetterna måste vara tömda innan du trycker på knappen ""Utmatarfångare"".  Töm respektive myntrör och tryck sedan på ""Utmatarfångare""."
ScotApp_996,Prisangivelse
ScotApp_896,WTINFO laddas…
ScotApp_574,"Slå in lösenordet och tryck på ""Enter""."
ScotApp_1093,Skriv ut senaste kvittot
ScotApp_1641,Fyll på myntkassetten och fortsätt.  Kassetten kan vara spärrad om mynt inte matas ut. Kontakta service.\n\nFel på säker betalning: %s
ScotApp_1781,TIDEN FÖR TACK-SKÄRMEN LÖPTE UT
ScotApp_562,Kuponger måste lösas in i läget Hjälp
ScotApp_874,"Ange körkorts- eller ID-nummer och tryck på ""OK""."
ScotApp_1124,1124unused
ScotApp_770,Bekräfta paus
ScotApp_670,Öppna läget Övning
ScotApp_570,570unused
ScotApp_470,   Åldersbegränsad
ScotApp_370,Skrivaren öppen
ScotApp_270,Godkänn kuponger
ScotApp_170,"Ta bort varan från vågen och tryck på "">0<"" på avläsningsenheten."
ScotApp_1640,Kassettfel
ScotApp_870,Larm:
ScotApp_1733,"Välj ""Gå tillbaka"" för att fortsätta."
ScotApp_1553,Status stor mängd kontanter:
ScotApp_664,Läs in varorna eller välj ett språk.
ScotApp_564,564unused
ScotApp_464,%s               %s
ScotApp_364,364unused
ScotApp_264,264unused
ScotApp_964,"Ta bort varan och tryck på ""Kvittera säkerhet"" eller på ""Godkänn och uppdatera vikt""."
ScotApp_864,Godkännande:
ScotApp_1647,(mmddaaaa)
ScotApp_1119,Sedelutmataren fungerar inte med öppen lucka.\n\nStäng och lås luckan till utmataren och säkerhetsdörren.\n\nKalla på support om felet uppstår igen.
ScotApp_1659,Skriv ut kvitto
ScotApp_819,Bekräfta paus för stoppad vara.
ScotApp_1339,Starta om hela systemet
ScotApp_1582,Media status
ScotApp_1154,Fel på avläsaren
ScotApp_1117,%s-sedelkassett är felinsatt eller saknas.\n\nSätt i %s-kassetten så att den hakar fast.
ScotApp_1294,Q – S
ScotApp_1030,Mata in kupongen.
ScotApp_1658,Kontrollera att växeln till kunden blev rätt.
ScotApp_1421,Läget Hjälp
ScotApp_709,709unused
ScotApp_1129,Korrigerande åtgärd har inte utförts på rätt sätt.\n\nFörsök igen.
ScotApp_509,509unused
ScotApp_409,Systemmeddelande
ScotApp_309,krona
ScotApp_209,Stoppa programmet
ScotApp_109,Fortsätta?
ScotApp_1338,Hämta diag-filer
ScotApp_909,Fel vikt på kontrollvågen.
ScotApp_809,Meddelande bemannad kassa:
ScotApp_1645,Kontrollera att sedellocket sitter fast ordentligt.
ScotApp_1116,Sedelutmatare fungerar endast om det finns en returkassett och denna sitter ordentligt fast.\n\nSätt i returkassetten och kontrollera att den hakar fast.
ScotApp_1128,%s\n
ScotApp_1452,"Slå in ID och tryck på ""OK""."
ScotApp_183,183unused
ScotApp_1450,Låsbox
ScotApp_1293,P
ScotApp_1644,Locket på sedelrecyklern är borttaget
ScotApp_1115,RAPPORTER OFFLINE
ScotApp_795,Inköpen övervakas för att kunna ge dig bättre service.
ScotApp_695,695unused
ScotApp_595,NCR SelfServ Checkout AuxDisp laddas...
ScotApp_395,Varor med begränsning ej tillåtna
ScotApp_295,295unused
ScotApp_195,Device Manager laddat.
ScotApp_566,566unused
ScotApp_1324,Restvikt på vågen \nefter transaktionen.
ScotApp_995,Gå till kassan och logga in på läget Personal för att öppna kassan.
ScotApp_895,DBM avslutas…
ScotApp_1102,Nästa
ScotApp_1383,(Und)
ScotApp_1402,KOPPLINGEN TILL RETURKASSETTEN ÄR AV.
ScotApp_1292,N – O
ScotApp_1114,"""Slut rapportperiod"" har uppdaterats"
ScotApp_1222,FUNGERAR INTE
ScotApp_1101,%s\t%s
ScotApp_1159,PIN-knappsats/EFT fungerar inte.
ScotApp_1100,%s
ScotApp_1539,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1649,(ddmmaaaa)
ScotApp_1317,Kupongbetalning
ScotApp_1883,"Kontrollera om det finns extra varor på packhyllans våg eller i varukorgen. Tryck sedan på ""Kvittera kontroll""."
ScotApp_729,729unused
ScotApp_629,Summa:
ScotApp_429,Röd
ScotApp_329,  %ss @ %d %s/%s
ScotApp_229,229unused
ScotApp_129,Kontrollera att stoppade varor har lagts åt sidan.
ScotApp_1107,%s\t%s\tKvt %s @ %s/%s\t%s
ScotApp_1538,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_929,Kommunikationen med WLDB fungerar inte.
ScotApp_829,829unused
ScotApp_1316,* Öppna skrivaren och kontrollera om papper har fastnat i det område som visas.\n * Stäng skrivaren och fyll på papper.
ScotApp_81,Fortsätt
ScotApp_1882,Smart Assist-larm - varan är inte inskannad.
ScotApp_1673,Myntstopp
ScotApp_1135,Fel på sedelutmataren
ScotApp_1705,Kommunikationsfel.
ScotApp_1894,Set item aside and continue with your purchase.
ScotApp_787,"Angivet födelsedatum: %s, %d år"
ScotApp_1398, Pers/Övn
ScotApp_1106,%s\t%s\tKvt %s @ %s/styck\t%s
ScotApp_1525,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1493,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1490,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1315,* Öppna skrivaren och kontrollera om papper har fastnat.\n * Stäng skrivaren och fyll på papper.
ScotApp_1881,"Kontrollera packhyllans våg och ta bort extra varor. Tryck sedan på ""Kvittera kontroll""."
ScotApp_1173,GODKÄNN STOPPAD VARA
ScotApp_1524,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_505,Fel nummer
ScotApp_1302,Stäng
ScotApp_905, (Mer information finns på kvittot...)
ScotApp_1164,Skrivaren är inte rätt placerad.
ScotApp_1492,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1314,* Öppna skrivaren och ta bort eventuellt pappersskräp.\n * Stäng locket.\n * Sätt i en ny pappersrulle.\n * Mata fram papper från rullens ovansida in i skrivaren.
ScotApp_1817,* Dra ut myntrecyklern.\n* Öppna de runda sidoluckorna och ta bort mynt från banden.\n* Var noga med att stänga och låsa alla luckor.\n* Ge tillbaka mynten till kunden. Kalla på support om felet uppstår igen.
ScotApp_1442,"Fyll på sedlar eller tryck på ""Ta bort kontanter"" för att ta bort."
ScotApp_1880,Oväntad vara på packhyllans våg.
ScotApp_1172,BEKRÄFTA PAUS
ScotApp_1415,1415unused
ScotApp_788,Giltigt födelsedatum:%s
ScotApp_688,688unused
ScotApp_588,Device Factory laddas...
ScotApp_488,Lägg varan på vågen: %s
ScotApp_388,Behandlar...
ScotApp_288,"Tryck på ""Problemet ar åtgärdat"".\n\nStarta om terminalen om felet kvarstår:\nVrid systemlåset till 'S' - ELLER tryck på knappen Systemansvarig.\nVälj ""Stäng ned hela systemet"".\nNär skärmen slocknar stänger du av terminalen på UPS eller stänger av nätströmmen. Starta terminalen.\nKalla på support om felet uppstår igen."
ScotApp_188,Alternativen laddas…
ScotApp_988,Oförutsedd vara på bandet. Ta bort varan.
ScotApp_888,Det finns en oförutsedd vara på packhyllan.  Ta bort varan.
ScotApp_1887,Granska transaktion
ScotApp_1171,OVÄNTAD ÖKNING
ScotApp_1199,ANGIVET UTGÅNGSDATUM
ScotApp_1300,Starta transaktionen
ScotApp_1326,Tiden för att mata in kupong har löpt ut
ScotApp_1291,K – M
ScotApp_1517,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1886,Kontrollera om det finns extra varor.
ScotApp_749,749unused
ScotApp_1529,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_549,549unused
ScotApp_449,Myntautomatens status - avvisat
ScotApp_349,349unused
ScotApp_249,249unused
ScotApp_149,Ange PIN-kod
ScotApp_1307,Kvittoutskrift
ScotApp_1738,En kassör ska kontrollera dina kassar
ScotApp_949,949unused
ScotApp_717,717unused
ScotApp_617,Välj inställning för viktjämförelse. (Jämför varans vikt med befintliga poster.)
ScotApp_517,Annan betalning har begärts.
ScotApp_417,Hard Totals laddat.
ScotApp_317,317unused
ScotApp_217,217unused
ScotApp_117,Lägg varorna åt sidan
ScotApp_1516,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1885,Varan är inte inskannad
ScotApp_917,För många förfrågningar om att ta bort varor från packhyllan.  Max = %d.
ScotApp_817,Hjälp behövs
ScotApp_1177,TIDEN FÖR ATT PACKA VARA HAR LÖPT UT
ScotApp_1528,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1175,GRÄNSVÄRDE FÖR EJ PACKNING ÖVERSKRIDEN
ScotApp_1109,%s\t%s\t%s @ %s/%s\t%s
ScotApp_1453,Kassörslösenord
ScotApp_1693,Ersättningsvalör
ScotApp_1515,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_7,7unused
ScotApp_6,6unused
ScotApp_5,5unused
ScotApp_4,4unused
ScotApp_3,3unused
ScotApp_2,kg
ScotApp_1,lb
ScotApp_1176,NY VARA ANGIVEN
ScotApp_1724,TRANSAKTION I ÖVNINGSLÄGE
ScotApp_1019,Lägg på bandet
ScotApp_9,9unused
ScotApp_8,8unused
ScotApp_609,Redigera vikttolerans
ScotApp_1305,%s inmatat
ScotApp_1893,Invalid Barcode
ScotApp_1409,Hjälpmeny
ScotApp_1692,Inloggning för systemansvarig
ScotApp_1163,"Tryck på ""Problemet ar åtgärdat"".\n\nStarta om terminalen om felet kvarstår:\nVrid systemlåset till 'S' - ELLER tryck på knappen Systemansvarig.\nVälj ""Stäng ned hela systemet"".\nNär skärmen slocknar stänger du av terminalen på UPS eller stänger av nätströmmen.\nStarta terminalen. Kalla på support om felet uppstår igen."
ScotApp_1514,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1372,Myntautomat
ScotApp_1048,1048unused
ScotApp_967,967unused
ScotApp_1304,Stamkundskortet är godkänt.
ScotApp_1162,Enheten är offline.
ScotApp_1833,Exc_TB
ScotApp_1818,* Lås upp och dra ut kassetthållaren för att åtgärda stoppet (I).\n* Lägg tillbaka mynt som fastnat i rätt myntkassett. Sätt sedan tillbaka och lås kassetthållaren.\n* Dra ut myntrecyklern. Lås upp och ta bort locket.\n* Koppla loss kabeln enligt bilden (II).\n* Frigör den röda spaken till höger om inmataren. Dra den framåt och vänd den för att åtgärda stopp i de områden som visas (III).\n* Sätt tillbaka inmataren och anslut kabeln.\n* Sätt tillbaka locket och lås det. Kontakta service om felet återkommer.
ScotApp_1174,VIKTFEL
ScotApp_1500,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1366,Våg
ScotApp_1161,Sökarfel
ScotApp_1717,OV:
ScotApp_1832,Exc_DEPT
ScotApp_1370,Encryptor
ScotApp_669,Det gick inte att skriva ut signaturen. Ett fel inträffade.
ScotApp_569,Slå in koden
ScotApp_469,469unused
ScotApp_369,Kommunikationsfel med skrivaren
ScotApp_269,Läget Hjälp
ScotApp_1507,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_969,969unused
ScotApp_737,737unused
ScotApp_637,Säkerhet är offline. Den sista åtgärden avbröts.
ScotApp_537,537unused
ScotApp_437,Otillräckligt saldo
ScotApp_337,"Läs in varan eller slå in koden och tryck på ""OK""."
ScotApp_237,Skjut in kassetten så att den låses i rätt läge.\n\nDra i kassettens handtag för att kontrollera att den sitter ordentligt fast.
ScotApp_137,Ta växeln
ScotApp_931,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s %s förväntat;LSWND3=%s %s noterat;
ScotApp_1519,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1831,Int
ScotApp_937,Begränsning\Ta bort varor
ScotApp_837,Avgifter
ScotApp_1702,*** DUBBLETTKVITTO ***
ScotApp_1377,kvantitet
ScotApp_1728,Välj bland Populära varor eller sök efter varan i bokstavsordning. 
ScotApp_1395,Öppna läget Personal
ScotApp_716,716unused
ScotApp_616,Viktjämförelse
ScotApp_516,Annan betalning
ScotApp_416,Hard Totals laddas...
ScotApp_316,316unused
ScotApp_216,"* Öppna luckan till skrivaren.\n* Öppna skrivaren och kontrollera om papper har fastnat.\n* Stäng skrivaren och sätt i papper.\n* Ett kvitto med ett ""Happy Face"" ska skrivas ut.\n* Stäng och lås luckan till skrivaren."
ScotApp_116,Ta bort alla varor
ScotApp_1522,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1506,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1879,"Kontrollera packhyllans våg och tryck på ""Kvittera kontroll""."
ScotApp_916,"Kontrollera varorna i kassan och tryck på ""Kvittera säkerhet""."
ScotApp_816,816unused
ScotApp_1167,* Öppna luckan till skrivaren.\n* Frigör skrivaren och skjut den bakåt.\n*Öppna skrivaren och kontrollera om papper har fastnat.\n* Stäng skrivaren och sätt i papper.\n* Dra skrivaren försiktigt framåt tills den låses i rätt läge.
ScotApp_1518,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1830, Poster godkända
ScotApp_1376,", %s"
ScotApp_783,783unused
ScotApp_683,683unused
ScotApp_583,Kortet avvisat.
ScotApp_483,Skriv din signatur på plattan med pennan.
ScotApp_383,383unused
ScotApp_283,Ange lösenord
ScotApp_1505,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_983,Transportbandet laddas...
ScotApp_883,Bekräfta paus
ScotApp_1363,Raddisplay
ScotApp_1714,PAUS AVVISAD ÄR GODKÄNT
ScotApp_1837,"Tryck på ""Godkänna"" för att fortsätta transaktionen."
ScotApp_1449,Sedelstatus
ScotApp_1375,Ändring av tidigare vara:\n%s
ScotApp_1248,PRESENTKORT
ScotApp_1153,Pappersstopp.
ScotApp_1504,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1362,Nyckellås
ScotApp_1836,OGILTIG STRECKKOD
ScotApp_1571,Bekräfta Ignorera ändringar
ScotApp_1215,ENHETSFEL
ScotApp_1858,Discrepancy error occurred in the recycler.
ScotApp_1152,Papperet är slut.
ScotApp_1700,"Det gick inte att betala tillbaka %s. %s\n* Kontrollera mynt- och sedelutmatarna.\n* Fyll på dem om de är tomma.\n* Åtgärda stopp om de inte är tomma.\n* Tryck på ""Förhållandet tillrättat""."
ScotApp_1823,Ett elektroniskt kvitto har skrivits ut.
ScotApp_1605,     Kortutmatarkassetten är tom
ScotApp_1361,Växelautomat
ScotApp_1835,Kontrollera eller lägg varan åt sidan
ScotApp_1878,Fel vikt på packhyllans våg.
ScotApp_1281,MANUELL BETALNING
ScotApp_1425,Anslut
ScotApp_1570,Ignorera ändringar
ScotApp_814,814unused
ScotApp_291,"\nStopp i myntrör\n%s\nÅtgärda stopp i myntutmataren och tryck sedan på ""Åtgärdat stopp""."
ScotApp_191,Transaction Broker laddat.
ScotApp_1151,Skrivaren är öppen.
ScotApp_1707,Mynt har fastnat i myntautomaten
ScotApp_1822,Varans vikt visas längst ned till vänster
ScotApp_757,757unused
ScotApp_657,Lägg återbetalningen/rabatten åt sidan tills inköpet är klart.
ScotApp_557,Varor med kvantitetsbegränsning
ScotApp_457,457unused
ScotApp_357,357unused
ScotApp_257,257unused
ScotApp_157,Systemmeddelande
ScotApp_1360,Sedellåda
ScotApp_1719,TV:
ScotApp_1834,Max
ScotApp_1868,Kontrollera att dina händer inte är i vägen för avläsarens kamera
ScotApp_957,DB Manager Client kan inte kommunicera
ScotApp_857,Bekräfta monteringsavgift
ScotApp_1064,1064unused
ScotApp_1577,Totalt antal:
ScotApp_736,736unused
ScotApp_636,Säkerhet är offline.
ScotApp_1091,1091unused
ScotApp_436,Godkänn beloppet
ScotApp_336,Sök vara
ScotApp_236,236unused
ScotApp_136,Betala med kontanter
ScotApp_1509,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1821,Godkänn vikt
ScotApp_936,Begränsning\Packa inte
ScotApp_836,Avgifter och kundavtal
ScotApp_1367,Avläsare
ScotApp_1718,AV:
ScotApp_1274,USERDEFINED16
ScotApp_715,715unused
ScotApp_615,Välj inställning för obligatorisk nedpackning. (Kunden förväntas packa ned varorna.)
ScotApp_515,515unused
ScotApp_315,315unused
ScotApp_215,Debitera betalkontot
ScotApp_115,Bekräfta att du vill avbryta
ScotApp_1576,Sedelutmatare status:
ScotApp_1090,Kör rapport
ScotApp_815,Öppna registerkassa
ScotApp_1508,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1406,Synk TB/POS
ScotApp_1099,Okänt enhetsfel
ScotApp_1563,Ladda
ScotApp_782,Stopp i sedelutmataren\nÅtgärda stoppet eller \nRätta till returkassetten.
ScotApp_682,682unused
ScotApp_582,Betalning klar.
ScotApp_482,482unused
ScotApp_382,Okänd
ScotApp_282,Ange ID
ScotApp_1575,Myntutmatare status:
ScotApp_1097,Skriv ut poster / rapporter
ScotApp_1448,Myntstatus
ScotApp_982,Enhetsfel
ScotApp_143,Signera kvittot
ScotApp_1353,Lägg det använda presentkortet i kupongfacket.
ScotApp_1704,"Tryck på ""Problemet ar åtgärdat"".\n\nStarta om terminalen om felet kvarstår:\nVrid systemlåset till 'S' - ELLER tryck på knappen Systemansvarig.\nVälj ""Stäng ned hela systemet"".\nNär skärmen slocknar stänger du av terminalen på UPS eller stänger av nätströmmen. Starta terminalen.\nKalla på support om felet uppstår igen."
ScotApp_1827,\n    - Aktuellt språk (%s)
ScotApp_1562,Antal
ScotApp_1815,* Lås upp och dra ut kassetthållaren.\n* Sätt i eventuella kassetter som saknas och kontrollera att alla kassetter sitter rätt.\n* Kontrollera att kassetten för den lägsta valören är isatt.\n* Kontrollera att kassetter för övriga lämpliga valörer är isatta. Kalla på support om felet uppstår igen.
ScotApp_1574,Valören som angetts för %s är inte giltig. \nFörsök igen.
ScotApp_1543,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1290,D – J
ScotApp_1096,Rapporterar
ScotApp_1352,Lägg fram presentkortet
ScotApp_1561,Valör
ScotApp_1083,"Lägg tillbaka varorna på packhyllan eller tryck på ""Varan borttagen""."
ScotApp_1753,Varan hittades inte 
ScotApp_418,Hard Totals avslutas...
ScotApp_318,318unused
ScotApp_1813,%s\n* Lås upp och dra ut kassetthållaren (I).\n* Ta bort myntkassetter med stopp. Kontrollera utmatningsområdet (II) och åtgärda eventuella stopp.\n* Töm myntkassetterna om det inte finns något stopp. Åtgärda eventuella stopp genom att rotera skivan (III).\n* Sätt tillbaka myntkassetterna.\n* Var noga med att stänga och låsa alla luckor. Kontakta service om felet återkommer.
ScotApp_1095,"Välj rapporttyp och tryck sedan på ""Kör rapport""."
ScotApp_1351,%s\n%s %s removed
ScotApp_1825,Spara inställningar
ScotApp_777,777unused
ScotApp_677,677unused
ScotApp_577,Starta Cash Tender.
ScotApp_377,Enheter – Status
ScotApp_277,277unused
ScotApp_1560,Inmatare summa:  %s
ScotApp_1082,Varan borttagen
ScotApp_977,Aktuell vikt: %s %s
ScotApp_877,Prisfråga
ScotApp_1777,Transaktionen slutfördes med hjälp av en kupong som överskred affärens kupongbegränsning.
ScotApp_1812,Mynt har fastnat eller myntboxarna är fulla eller saknas
ScotApp_756,756unused
ScotApp_556,Transaktionspaus avvisas.
ScotApp_456,456unused
ScotApp_356,Encryptor
ScotApp_256,User Exits avslutas...
ScotApp_156,Systemmeddelande
ScotApp_1231,VISUELLT GODKÄND
ScotApp_1874,1874unused
ScotApp_956,"Stäng av och starta om terminalen\n* Vrid systemlåset till ”S” - ELLER -  tryck på knappen Systemansvarig.\n* Välj ""Kör LÄGG TILL Vid Nästa Omstart"". Välj ""Ja"" för att bekräfta.\n* Välj ""Stäng ned hela systemet"".\n* När skärmen slocknar stänger du av terminalen på UPS eller stänger av nätströmmen.\n* Starta terminalen. Kontrollera händelsegranskaren. Kontakta service om felet återkommer."
ScotApp_856,Kvitto:
ScotApp_1567,Utmatare summa:  %s
ScotApp_735,735unused
ScotApp_635,Slå in kundens födelsedatum
ScotApp_535,   Indragen vara (tid)
ScotApp_335,En kund kan ha manipulerat kortläsaren
ScotApp_235,Sedelautomatens status - nästan full
ScotApp_135,135unused
ScotApp_1776,Personalgodkännande
ScotApp_1811,* Dra ut myntrecyklern.\n* Åtgärda stopp i det område som visas genom att ta bort mynt eller skjuta dem framåt.\n* Ge tillbaka mynten till kunden. Kalla på support om felet uppstår igen.
ScotApp_935,Viktminskning
ScotApp_835,Kvitto:
ScotApp_1708,"Tryck på myntreturknappen upprepade gånger för att få bort mynten som fastnat. Tryck sedan på ""Problemet ar åtgärdat"".\n\nKalla på support om felet uppstår igen."
ScotApp_1168,Skrivaren har inte låsts i det främre läget.
ScotApp_1446,Ta bort
ScotApp_1566,Helt ersatt
ScotApp_1080,Lägg varan på bandet.
ScotApp_1775,Godkänn kupong
ScotApp_1810,Det finns ett stopp.
ScotApp_1297,TIDEN FÖR ATT TA EMOT VÄXEL HAR LÖPT UT
ScotApp_1648,(mmddaa)
ScotApp_708,708unused
ScotApp_608,Ange viktjämförelse
ScotApp_508,508unused
ScotApp_408,408unused
ScotApp_308,öre
ScotApp_208,208unused
ScotApp_108,Ogiltig kupong
ScotApp_781,781unused
ScotApp_681,Välj bland Favoriter
ScotApp_581,Transaktionspaus avvisas
ScotApp_481,Hjälp behövs
ScotApp_381,Normal
ScotApp_908,Säkerhet
ScotApp_521,Återbetalt belopp:
ScotApp_1087,Kortet är godkänt. Läs in dina varor och kuponger.
ScotApp_981,981unused
ScotApp_881,Pausa:
ScotApp_1774,För högt kupongvärde
ScotApp_1296,Fyll på alla myntbehållare till optimal nivå.
ScotApp_1583,för liten mängd kontanter (%s)
ScotApp_1552,kassetten är full
ScotApp_1295,T – Ö
ScotApp_1877,Stöldlarm
ScotApp_1761,Full kupongkassett eller stopp i kupongfacket. Ta bort stoppet i kupongfacket och töm kupongkassetten.
ScotApp_1086,"""Lägg till nollvikt"" raderar alla viktposter."
ScotApp_693,693unused
ScotApp_794,Stopp i sedelutmataren\nÅtgärda stoppet.
ScotApp_694,694unused
ScotApp_594,NCR SelfServ Checkout SigCap laddat.
ScotApp_494,Välj kontantuttagsbelopp i listan.
ScotApp_394,394unused
ScotApp_1098,"* Öppna luckan till skrivaren.\n* Kontrollera om papper har fastnat.\n* Fyll på papper om inget stopp kan hittas.\n* Ett kvitto med ett ""Happy face"" ska skrivas ut.\n* Stäng och lås luckan till skrivaren."
ScotApp_1551,för mycket kontanter (%s)
ScotApp_994,Stängd
ScotApp_894,DBM laddat.
ScotApp_1760,Full kupongkassett eller stopp i kupongfacket. Ta bort stoppet i kupongffacket och töm kupongkassetten.
ScotApp_1371,Sedelautomat
ScotApp_1803,Acceptera endast kontanter
ScotApp_1359,Kvittoskrivare
ScotApp_1085,Hämta kuponger
ScotApp_21,21unused
ScotApp_776,776unused
ScotApp_676,Växelmynt: Påfyllt den %s kl %s
ScotApp_1491,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_476,Avdrag för kupong
ScotApp_376,376unused
ScotApp_276,276unused
ScotApp_176,Vill du avbryta dina inköp och inte köpa något alls?
ScotApp_976,976unused
ScotApp_876,"Slå in huvudkassörens ID och tryck på ""OK""."
ScotApp_1271,USERDEFINED13
ScotApp_1767,Kommunikationsfel viktparametrar.
ScotApp_755,Behandlar...
ScotApp_655,Undantagsvara
ScotApp_1084,Insamling
ScotApp_455,455unused
ScotApp_355,Välj systemfunktion
ScotApp_255,255unused
ScotApp_155,Systemmeddelande
ScotApp_1011,Transporterar...
ScotApp_869,"Ange godkännandenr och tryck på ""OK""."
ScotApp_955,Smart Scale kan inte aktiveras
ScotApp_855,Monteringsavgift:
ScotApp_23,+ %s (%s)
ScotApp_1766,Fel på avläsare/våg.
ScotApp_1280,KONTANTER
ScotApp_1335,Kassan stängd
ScotApp_1497,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_728,728unused
ScotApp_628,Kassa nr: %d
ScotApp_528,528unused
ScotApp_428,Gul
ScotApp_328,"Matade inte ut %s-sedlar till kunden.\n* Kontrollera mynt- och sedelutmatarna.\n* Fyll på dem om de är tomma.\n* Åtgärda stopp om de inte är tomma.\n* Tryck på ""Problemet ar åtgärdat""."
ScotApp_228,Luckan i kortläsaren har fastnat i stängt läge
ScotApp_128,128unused
ScotApp_1690,Kontakta service
ScotApp_281,281unused
ScotApp_181,"\nAnvänd knappsatsen för att ange kupongbeloppet i ören och tryck på ""OK""."
ScotApp_928,Gå till kassan och kontrollera enheten.
