ConfirmQuantityTitle,Confirmeu quantitat
ScotApp_1258,PIP TARGETA REGAL
ScotApp_1228,SUSPÈS
ScotApp_1238,UN ALTRE PAGAMENT
ScotApp_1208,"VENUT EN MODE D'ASSISTÈNCIA"
ScotApp_1218,RECOLLIDA
XM_StoreNumber,Establiment núm.:
SpaceButtonText,Espai
ProcessingLeadthru,Processant...Espereu.
ScotApp_1288,A
ScotApp_1298,"Funcions assistides de l'agent"
EnterPasswordText,Introduïu contrasenya
ScotApp_1665,Desbloquegeu i retireu el caixetí.Retireu el bitllet encallat.Torneu a inserir el caixetí.Tanqueu la unitat recicladora.Continueu transacció.
ScotApp_1675,Error al reciclador de monedes
ScotApp_1645,Comproveu que la tapa dels bitllets estigui ben ajustada.
ScotApp_1655,Dept. vendes
ScotApp_1625,Inseriu monedes per reomplir o toqueu «Retirar monedes» per descarregar.
ScotApp_1635,"Comproveu el cable del reciclador de bitllets i torneu-ho a intentar.Si l'error es repeteix, poseu-vos en contacte amb el servei tècnic.\n\nError al SafePay: %s"
ScotApp_1605,La cubeta del dispensador de targetes està buida
ScotApp_1615,Toqueu el botó de Recollida del dispensador per descarregar
QuantityLaneButtonText,Quantitat
ScotApp_728,728unused
ScotApp_1685,Error general a la unitat de monedes
ScotApp_1695,Arreglar després
ScotApp_626,Tolerància:
SmVoidAndRemoveItemLeadthru,"Retireu l'article cancel·lat de la zona d'embossar."
ScotApp_951,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s %s eliminat;LSWND3=%s;
ScotApp_350,Estat de monedes/bitllets
ScotApp_555,Un altre pagament
ScotApp_652,**No hi ha entrades a la base de dades de reconeixement de pesos per a aquest codi de barres
ScotApp_1183,CONFIRMACIÓ DE PREU
ScotApp_1064,1064unused
ScotApp_1074,Autorització per ometre cinta.
ScotApp_1044,Pagament assistit per un agent
ScotApp_1054,1054unused
ScotApp_1024,1024unused
ScotApp_1034,1034unused
ScotApp_1004,"Verifiqueu l'article"
ScotApp_1014,Retireu els articles encallats de la cinta.
ProcessingTitle,Processant...
ScotApp_954,"Ha fallat l'obertura de balança intel·ligent"
BirthdateEnterText,"Data de naixement introduïda:%2d/%2d/%4d,%d anys"
RestrictedItem,Article restringit
ScotApp_1094,Imprimiu les signatures
EnterPasswordLeadthru,Introduïu la contrasenya utilitzant el teclat que hi ha a sota.
YesRemove,"Sí, eliminar."
HH_CheckAgeLeadthru,Introduïu la data de naixement %s i toqueu «Entrar».
ScotApp_594,NCR SelfServ Checkout SigCap carregat.
XM_Value,Valor
OffLineLeadthru,En aquests moments el carril està fora de línia i el sistema intenta tornar-se a connectar automàticament.
XM_CancelChanges,Cancel·lar canvis
ScotApp_97,"Seleccioneu l'envàs de la llista"
WLDBFailureLeadthru,Comproveu la comunicació.
ConfirmAbortTitle,Cancel·lar tots els articles
LaunchPadNet_SignOffButtonText,Desactivar
OutOfSyncStopLeadthru,"El servidor del TPV no funciona o està desincronitzat, apagueu el terminal amb el commutador."
ScotApp_549,549unused
HopperLeadThru,"%sAneu al carril i empleneu les monedes, o elimineu l'encallament o toqueu «Solucionar després» per continuar."
XM_EmptyNoteOverflow,Restablir la caixa de recaptació
ScotApp_979,Límit = %d peticions del client
ScotApp_354,Funcions del sistema
ScotApp_290,290unused
ScotApp_1263,USERDEFINED5
ScotApp_1273,USERDEFINED15
ScotApp_1243,FIDELITAT
ScotApp_1253,PIP FIDELITAT
ScotApp_1223,FALTA DE MONEDES / BITLLETS
ScotApp_1233,UN ALTRE PAGAMENT
ScotApp_1203,DOCUMENT APROVAT
ScotApp_1213,DESCONEGUT
OtherPaymentText,"S'ha seleccionat «Un altre pagament»"
ScotApp_673,Doneu al client el canvi de %s.
ScotApp_522,PIN incorrecte
CloseLaneButtonText,Tanqueu el carril
ScotApp_1283,1283unused
ScotApp_1293,P
RSMLEConfirm,Esteu segur que voleu iniciar Retail Systems Manager?
CancelTransactionGenericTitle,Cancel·lar transacció
HH_MultiPackItemLeadthru,"Si es tracta d'un multipaquet, «Mode d'assistència», anul·leu, i, després, escanegeu el codi de barres del multipaquet."
ScotApp_851,Dos articles
ScotApp_953,"Shut down and restart terminal:\n\n* Turn Supervisor keylock to 'S' -OR- press Supervisor button.\n* Select ""Run ADD on Next Reboot"".  Select ""Yes"" to confirm.\n* Select ""Shut Down Entire System"".\n* When screen blanks, turn off terminal at UPS or power strip.\n* Turn on terminal. Check event viewer. If error recurs, call for service."
ScotApp_997,Introduïu preu
ExitRAPAndRunProfileBtnSecondaryTxt,Iniciar el Gestor de perfils
XM_EmptyCassetteAndRejectBin,Remove bills from Bill Cassettes and Reject Bin.
ScotApp_707,7 dies anteriors
TransactionCancelTitle,Cancel·lació transacció
ScotApp_190,"Carregant Corredor d'operacions..."
XM_PW,Contrasenya del personal de caixa
XM_DispenseCupFull,La cubeta de devolució de monedes està plena. Retireu les monedes per finalitzar la dispensació.
XM_EmptyLoaderCassetteLT,Retirar els bitllets del caixetí del carregador
ScanCoupon,Escanegeu els cupons
SuspendConfirmationTitle,Suspendre confirmació
CollapseReceiptButtonText,Tancar rebut
LaunchPadNet_SignedOffButtonText,Desactivat
ScotApp_892,Finalitzant balança intel·ligent...
ScotApp_351,Estat de monedes/bitllets
ScotApp_1063,1063unused
ScotApp_1073,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;DATANEEDEDTYPE=%d;
ScotApp_1043,"Utilitzeu el Mode d'assistència per acceptar %s del client."
AMItemQuantityExceededTitle,Límit de quantitat
ScotApp_1023,1023unused
ScotApp_1033,"Desactiveu l'article o retireu l'alarma de seguretat al carril i toqueu «Eliminar protecció»."
ScotApp_1003,Restricció de temps
ScotApp_1013,Articles encallats
LaunchPadNet_ReEnterIDFpLeadthru,"Nom d'usuari no vàlid. Torneu a iniciar sessió utilitzant el teclat o la vostra empremta dactilar."
CancelTransactionGenericLeadthru,Toqueu «Sí» per cancel·lar la transacció o toqueu «No» per continuar amb la transacció.
ExitFastLaneAndRunProfileBtnPrimaryTxt,Aturar SelfServ Checkout i iniciar el Gestor de perfils
SmRestrictedItemsTitle,Articles restringits
ScotApp_1083,"Article retirat de la zona d'embossar.\nRetorneu l'article."
ScotApp_1093,Imprimiu els últims rebuts
ScotApp_1387,"S'ha trobat un error greu de programari\nReinicieu el terminal\n\nPer tornar a iniciar el terminal:\n* Poseu el dispositiu de bloqueig de supervisor en la posició 'S' -O- premeu el botó de Supervisor.\n* Seleccioneu Reiniciar tot el sistema.\n* Poseu-vos en contacte amb el servei tècnic i informeu-los de l'error."
XM_TransferNotesToOverflow,Transferir bitllets a la caixa de recaptació
XM_InvalidAmount,El valor introduït per a %s no és vàlid.\nIntroduïu-lo novament.
ScotApp_595,Carregant NCR SelfServ Checkout AuxDisp...
VoidLaneButtonText,Anul·lar
SecurityViolationNumText,Violacions de seguretat:
ScotApp_1266,USERDEFINED8
ScotApp_1276,USERDEFINED18
ScotApp_1246,EBT
ScotApp_1256,PIP EBT
ScotApp_1226,ARTICLE RETIRAT
ScotApp_1236,Processant informe...
ScotApp_1206,ARTICLE NO DESACTIVAT
ScotApp_1216,SEGURETAT
ScotApp_926,"Articles no retornats a la zona d'embossar."
TakeChangeTimerExpiredTitle,Recolliu el canvi
ScotApp_1286,Anglès UK
ScotApp_1296,Reompliu tots els contenidors de monedes fins als nivells de servei òptims.
ScotApp_307,Un altre envàs
ScotApp_293,"Sol·licitud d'ajuda"
ScotApp_65,65unused
ScotApp_645,"Situeu l'article escanejat a la zona d'embossar."
XM_ManualNoteFillAlert,Obriu la porta del carril i dipositeu els bitllets directament al caixetí. No els introduïu al receptor de bitllets.
PurchaseCrateTitle,Comprar caixa
XM_Attendant,Assistent
ScotApp_381,Normal
ScotApp_672,*** TRANSACCIÓ EN TRAINING MODE ***
AssistanceComing,De seguida rebreu assistència. Continueu.
ScotApp_1847,Article afegit.Escanegeu el següent article o toqueu «Introduir codi».
ScotApp_531,\nHa fallat el dispositiu de captura de signatures
Tax,Impostos
RebootSystemButtonText,Reiniciar tot el sistema
XM_TransferXCount,Transferir recompte (x)
ScotApp_1066,1066unused
ScotApp_1076,Atenció
ScotApp_1046,Lliureu el %s al personal de caixa situat a la zona de caixes.
ScotApp_1056,1056unused
ScotApp_1026,Cancel·leu trans.
ScotApp_1036,Article EAS actiu
ScotApp_1006,Un altre pagament
ScotApp_1016,Articles encallats a la cinta
TakeReceipt,Recolliu el rebut
ScotApp_225,"La cubeta de captura del lector de targetes s'ha inserit"
ScotApp_729,729unused
ScotApp_1086,«Afegiu pes zero» esborra totes les entrades de pes.
ScotApp_1096,"Presentació d'informes"
ScotApp_628,Carril núm.: %d
ScaleBrokenLeadthru,"Retireu l'article de la balança i toqueu el botó «Balança a zero» a l'escàner."
XM_PleaseWait,Processant...\nEspereu.
SellBags,"Quantes bosses de plàstic heu fet servir? Introduïu 0 si no n'heu fet servir cap."
LoggingInLeadthru,Connectant... Espereu
ScotApp_1557,Recollida de dispensador
ScotApp_1230,DEPT. NEGATIU
XM_LeadThruResetFunction,"Seleccioneu la funció de restabliment desitjada. Un cop hàgiu acabat, toqueu «Aplicar els canvis»."
ScotApp_1269,USERDEFINED11
ScotApp_1279,XEC
ScotApp_1249,PIP GENÈRIC
KeyInBirthDateButtonText,Introduïu la data
ScotApp_1229,"S'HA SOL·LICITAT AJUDA"
ScotApp_1239,CAP
ScotApp_1209,"S'HA SUPERAT EL LÍMIT DE LA TARGETA REGAL"
ScotApp_1219,"RESTRICCIÓ D'EDAT"
ScotApp_955,"Ha fallat l'activació de balança intel·ligent"
ScotApp_747,747unused
ScotApp_1289,B - C
ScotApp_1299,"Iniciar transacció i accedir al Mode d'assistència."
CancelSuspendRequestButtonText,Cancel·lar suspensió \npetició
ScotApp_527,527unused
ScotApp_1666,Error al reciclador de bitllets
ScotApp_1676,La porta del reciclador de monedes està oberta
ScotApp_1656,Introduïu el codi del Dept.i toqueu «Entrar».
ScotApp_1626,"Introduïu l'efectiu per reomplir o seleccioneu una altra funció."
ScotApp_1636,Error al reciclador de monedes
ScotApp_1606,"La cubeta d'expulsió presenta un nivell normal"
ScotApp_1616,"Introduïu el recompte de càrrega per a la cubeta del dispensador.L'import màxim que podeu carregar és %d."
ScotApp_80,80unused
ScotApp_657,Retireu la devolució/descompte fins al final de la compra.
ClearRequestButtonText,Esborrar petició
StopStartFastLaneBtnSecondaryTxt,Iniciar SelfServ Checkout
ScotApp_1686,"Error irrecuperable.Tanqueu el carril.Poseu-vos en contacte amb Gunnebo i proporcioneu-los la informació relativa a l'error que es mostra a continuació.\n\nError al SafePay: %s"
ScotApp_1696,Condició corregida
ScotApp_977,Pes actual: %s %s
MinMaxRAPBtnPrimaryTxt,Minimitzar PAR
ScanVoucher,Escanejar vals
ScotApp_566,566unused
SelectPaymentType,Seleccioneu la forma de pagament.
ScotApp_830,"He retirat l'article o la bossa"
IncorrectLoginTitle,Número incorrecte
XM_KeyPadEnterPickUpAmount,"Introduïu l'import per recollir utilitzant el teclat."
ScotApp_1065,1065unused
ScotApp_1075,Limitar/ometre embossament
ScotApp_1045,Pagar amb %s
ScotApp_1055,1055unused
ScotApp_1025,Retireu tots els article de la cinta i tanqueu la tapa de seguretat.
ScotApp_1035,Article EAS actiu
ScotApp_1005,Validació visual
ScotApp_1015,Articles encallats
ScotApp_382,Desconegut
ScotApp_520,"Codi d'article desconegut"
XM_CashReplenishLeadthru3,"Un cop completat, toqueu «Sortir»."
ScotApp_1085,Recolliu els cupons
ScotApp_1095,"Seleccioneu el tipus d'informe i toqueu «Activar informe»."
ScotApp_834,Preus && acords del client:
XM_ConfirmEmptyCoinAcceptor,* Poseu a zero els recomptes del receptor de monedes\nImport per retirar:%s
HH_CancelTransactionGenericLeadthru,Toqueu «Sí» per cancel·lar la transacció o «No» per continuar.
NoText,No
ScotApp_1446,Descarregueu
ScotApp_1456,Número i contrasenya incorrectes del personal de caixa.
ScotApp_1426,\n\n%s\n\nÉs %d correcte?
ScotApp_1436,"S'ha superat el límit d'«Ometre embossament»"
ScotApp_1406,Sinc. TB/TPV
ScotApp_1416,"Comproveu si es tracta d'un multipaquet"
XM_TransferXAmount,Transferir import (x)
ScotApp_709,709unused
XM_PWPrompt,Introduïu la contrasenya i toqueu «Entrar».
CustomerAgreementButtonText,Acord del client
HostOfflineLeadthru,El carril està fora de línia i el sistema intenta tornar-se a connectar.
ChangePriceTitle,Canviar el preu
XM_CashReplenishLeadthru,Seleccioneu la funció desitjada.
HelpOnWay,De seguida rebreu assistència. Continueu.
ScotApp_302,Introduïu el vostre PIN al dispositiu de pagament.
ScotApp_848,Quantitat requerida:
ScotApp_759,Passeu la targeta pel dispositiu de pagament.
ScotApp_353,Enrere
ScotApp_745,745unused
ScotApp_1661,No es pot imprimir el rebut. Toqueu «Altres rebuts» per tornar a entrar.
ScotApp_1671,Obriu la unitat recicladora de bitllets i retireu els bitllets del caixetí.Tanqueu la unitat recicladora.\nDispenseu les monedes de la tremuja i retireu-les de la cubeta de canvi.
ScotApp_1641,"Torneu a emplenar la tremuja i continueu.Si no es dispensen les monedes, és possible que la tremuja estigui bloquejada.poseu-vos en contacte amb el servei tècnic.\n\nError al SafePay: %s"
ScotApp_1651,(aaaammdd)
ScotApp_1621,Desbloquegeu el caixetí de bitllets
ScotApp_1631,Error al validador de bitllets
ScotApp_1601,La cubeta del dispensador de targetes presenta un nivell baix
ScotApp_1611,"La cubeta d'expulsió està plena"
VerifyBagsMessage,"Si us heu equivocat i heu col·locat res que no sigui una bossa a la zona d'embossament, retireu-ho ara."
ScotApp_734,734unused
ScotApp_1681,Error al reciclador de bitllets
ScotApp_1691,"Gestió d'efectiu"
ScotApp_845,Escanegeu els articles addicionals:
ScotApp_1730,Cerca
ScotApp_1321,Finalitzar el pagament amb val. Saldo pendent.
ScotApp_1068,1068unused
ScotApp_1078,"Seleccioneu configuració per a pes esperat. (El client hauria de posar l'article a la cinta.)"
ScotApp_1048,1048unused
ScotApp_1058,Asst. Pagament
LaneStatusTitle,Estat del carril
ScotApp_1038,Verifiqueu la signatura
ScotApp_1008,1008unused
ScotApp_1018,Edat mínima.
XM_Yes,Sí
XM_FillLoaderCassette,Establir els recomptes de bitllets
ScotApp_1088,1088unused
ScotApp_1098,"* Obriu la porta de l'armari de la impressora.\n* Comproveu si hi ha un encallament de paper a la zona indicada.\n* Si no trobeu cap encallament, torneu a carregar el paper.\n* S'imprimirà un rebut amb un smiley.\n* Tanqueu i bloquegeu la porta de l'armari de la impressora."
CloseButtonText,Tancar
ScotApp_1060,ESPEREU...
DropoffCouponsTitle,Lliureu els cupons.
ScotApp_1040,Signatura
ScotApp_1050,1050unused
ScotApp_1020,Escanegeu els articles.
ScotApp_1030,Introduïu el cupó.
ScotApp_1000,"No s'ha trobat"
ScotApp_1010,1010unused
ScotApp_814,814unused
ScotApp_582,Pagament completat.
ScotApp_1080,"Col·loqueu l'article a la cinta."
ScotApp_1090,Activar informe
Volume,Volum
HH_VisualApproveLeadthru2,"«Autorització visual» o «Mode d'assistència» al carril per modificar."
SignedOffButtonText,Desactivat
SetAllItemsAsideTitle,Retireu tots els articles
XM_AreYouSure_LockScreen,Esteu segur que voleu bloquejar la pantalla?\nNo es pot desbloquejar la pantalla fins que els dispositius no acabin la seva tasca.
ScotApp_1267,USERDEFINED9
ScotApp_1277,USERDEFINED19
ScotApp_1247,CUPONS PER A ALIMENTS
ScotApp_1257,PIP CUPONS PER A ALIMENTS
ScotApp_1227,RESTRICCIÓ DE TEMPS
ScotApp_1237,CUPÓ
ScotApp_1207,SIGNATURA VERIFICADA
ScotApp_1217,ANUL·LAR
XM_ExceededAmount,"L'import excedeix la capacitat. L'import màxim necessari és %s."
ScotApp_227,"S'ha inserit una targeta no vàlida al lector de targetes"
ScotApp_1297,HA CADUCAT EL TEMPS PER RECOLLIR EL CANVI
XM_Print,"Imprimir l'estat de la caixa"
XM_Count,Recompte
ScotApp_1664,Hi ha un encallament de bitllets
ScotApp_1674,"Premeu el botó d'expulsió per alliberar les monedes encallades.Si l'error es repeteix, és possible que hi hagi un encallament de monedes.Obriu la tapa de les monedes i assegureu-vos.Retireu les monedes encallades.Premeu el botó d'expulsió per reiniciar.Deixeu anar i tanqueu la tapa de les monedes."
ScotApp_1644,La tapa del reciclador de bitllets no hi és.
ScotApp_1654,"El recompte supera la capacitat.El recompte de càrrega necessari és %d.S'ha introduït automàticament un recompte de %d."
ScotApp_1624,Transferiu tots els bitllets al caixetí
ScotApp_1634,Problema de cable
ScotApp_1604,La cubeta del dispensador de targetes presenta un nivell normal (%s)
ScotApp_1614,Cubeta del dispensador
HH_TransactionCancelTitle,Cancel·lació transacció
XM_CommitPickUp,Validar la recollida
GoToLaneLeadthru,"Aneu al carril per obtenir l'aprovació"
SuspendNowButtonText,Suspendre ara
ScotApp_34,34unused
ScotApp_1684,Error al reciclador de monedes
ScotApp_1694,"S'utilitza la substitució perquè %sToqueu «Estat de monedes/bitllets» per reomplir o eliminar l'encallament."
ScotApp_923,923unused
ScotApp_844,844unused
ScotApp_1067,1067unused
ScotApp_1077,Retorneu els articles a la cinta
ScotApp_1047,Es requereix suport. Espereu fins que us atenguin.
RestrictedItemText,Articles restringits:
ScotApp_1027,Toqueu «Sí» per cancel·lar la transacció o toqueu «No»  per continuar amb la transacció.
ScotApp_1037,Signatura
ScotApp_1007,"S'ha sol·licitat ajuda"
ScotApp_1017,Retireu els articles encallats a la cinta.
XM_CashStatusLeadthru,Seleccioneu la funció desitjada.
RestrictedItemsNotApprovedTitle,Articles restringits - No autoritzats
HH_NoInterventionLeadthru,"No es requereix cap tipus d'intervenció."
ScotApp_437,Saldo insuficient
ScotApp_1087,Targeta acceptada. Escanegeu els articles i els cupons.
ScotApp_1097,Imprimir Registres / Informes
ApproveCouponButtonText,Autoritzeu cupó
CommandPromptConfirm,"Esteu segur que voleu iniciar l'Indicador d'ordres?"
ScotApp_975,975unused
Back,Enrere
ScotApp_577,Inicieu el pagament en efectiu.
VerifyItemLaneButtonText,"Verifiqueu l'article"
OutOfSyncNeedAssistLeadthru,"POS està desincronitzat, aneu a l'Assist Mode per resincronitzar-lo."
ScotApp_87,87unused
ScotApp_644,-------------------------------------------------------------------
ConnectingWaitingText,"Espereu, s'està connectant a NCR SelfServ Checkout."
ScotApp_509,509unused
DateFormat6,(aammdd)
DateFormat5,(aaaammdd)
DateFormat4,(ddmmaa)
DateFormat3,(ddmmaaaa)
DateFormat2,(mmddaa)
DateFormat1,(mmddaaaa)
SignNeeded,Es requereix signatura
ConfirmDebitAmountTitle,"Confirmeu l'import"
StopStartRAPButtonSecondaryTxt,Iniciar PAR
ScotApp_1667,Hi ha un encallament de bitllets
ScotApp_1677,Comproveu que la porta del reciclador de monedes estigui tancada.
ScotApp_1647,(mmddaaaa)
ScotApp_1657,Dept. no vàlid
ClosedLaneLeadthru,Carril tancat
ScotApp_1637,Problema de cable
ScotApp_1607,"La cubeta d'expulsió presenta un nivell normal (%s)"
ScotApp_1617,"L'import introduït supera la capacitat.Torneu a introduir el recompte de càrrega per a la cubeta del dispensador. La capacitat màxima és %d."
TouchCancel,Toqueu Cancel·lar al teclat del PIN per cancel·lar el pagament.
XM_DispenseFullPreemptive,"Agafeu els bitllets i les monedes\nEls bitllets es dispensen en feixos de 15. La dispensació es posarà en pausa fins que no s'hagin agafat tots els bitllets. Si la cubeta de devolució de monedes està plena, buideu-la ràpidament. La dispensació es posarà en pausa fins que el recipient estigui buit."
ScotApp_76,76unused
XM_SelectFunc2,Seleccioneu la funció desitjada.
ScotApp_1687,"Utilitzeu la pantalla d'«Estat de monedes/bitllets» per carregar l'efectiu."
ScotApp_1697,Encallament eliminat
ScotApp_636,La seguretat està fora de línia.
XM_NotesSubtotal,Subtotal bitllets:
ScotApp_890,Carregant la balança intel·ligent...
EnterCouponValueLeadthru,Introduïu el valor del cupó en cèntims i toqueu «Entrar».
HH_VerifySignatureLeadthru,Compareu la signatura del client amb la que apareix a la targeta.
XM_TotalCoinsInserted,Total inserit
EnterPasswordMessage,Introduïu la vostra contrasenya i toqueu «Entrar».
XM_Enter,Entrar
ScotApp_409,Missatge del sistema
Remove,Retireu
WeightMismatchTitle,Es requereix assistència
CancelSuspendText,Cancel·lar suspensió
TakeLoyaltyCardTitle,Recolliu la targeta de fidelitat
ScotApp_843,843unused
ScotApp_1467,"Utilitzeu la pantalla d'«Estat de monedes/bitllets» per carregar l'efectiu."
ScotApp_1477,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1447,"Retireu l'efectiu"
ScotApp_1457,Nivell alt de monedes
ScotApp_1427,"Canviar la quantitat de l'article: \n%s"
ScotApp_1437,"S'ha superat el límit d'«Article retirat»"
ScotApp_1407,REINICIAR
ConfirmQuantity,És {0} correcte?
ScotApp_449,Estat del receptor de monedes rebutjat
ScotApp_1487,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1497,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_540,540unused
ScotApp_436,"Confirmeu l'import"
SuspendLeadthru1,"S'ha fet una petició per suspendre la transacció actual.\nConfirmeu o cancel·leu aquesta petició."
YesText,Sí
XM_EmptyCoinOverflow,Restablir la sobrecàrrega de monedes
ScotApp_972,972unused
XM_ManualEmptyAlert,"Retireu tot l'efectiu del dispositiu"
XM_AddCashLeadthru1,"Inseriu monedes o toqueu el cilindre i introduïu l'import, o bé establiu els recomptes."
ScotApp_1662,Altres rebuts
ScotApp_1672,Error al reciclador de monedes
ScotApp_1642,Error al reciclador de bitllets
ScotApp_1652,(ammdd)
ScotApp_1622,Caixetí
ReportingButtonText,"Presentació d'informes"
ScotApp_1602,La cubeta del dispensador de targetes presenta un nivell baix (%s)
ScotApp_1612,Targeta de gestió
SmRunReportsTitle,"Contingut de l'informe"
ShutdownConfirm,Esteu segur que voleu apagar tot el sistema?
ScotApp_1682,Error general a la unitat lectora de bitllets.
ScotApp_1692,"Nom d'usuari del supervisor"
StartRAPConfirm,Are you sure you want to start RAP?
TimeRestrictedItemTitle,Article amb restricció de temps
XM_InvalidPickUpAmount2,"L'import de la caixa de recaptació i sobrecàrrega de monedes és superior a l'import de recollida."
XM_ClearPrompt2,Seleccioneu una altra funció o «Sortir».
HH_AM_RestrictedNotAllowedLeadthru,"L'article restringit s'ha cancel·lat - no es compleix el límit d'edat. Retireu l'article."
ScotApp_1069,1069unused
ScotApp_1079,"Torneu a col·locar l'article escanejat a la cinta."
ScotApp_1049,1049unused
ScotApp_1059,1059unused
ScotApp_1029,Introduïu el cupó
ScotApp_1039,Els articles anteriors tenen alarmes EAS.
ScotApp_1009,Store Mode
ScotApp_1019,Col·loqueu a la cinta
ScotApp_19,Impostos
ScotApp_600,Manteniment de seguretat
GoBackCouponButtonText,Enrere
ScotApp_1089,Període informe final
ScotApp_1099,Error de dispositiu desconegut
StartTitle,Inici del sistema
ScotApp_879,879unused
ScotApp_1462,Cubetes
ApprovalNeededTitle,Es requereix autorització
ScotApp_1442,Inseriu efectiu per reomplir o toqueu «Retirar efectiu» per descarregar.
ScotApp_1452,Introduïu el vostre ID i toqueu «Entrar».
ScotApp_1422,Escàner portàtil
ScotApp_1432,<<<Nivell baix de bitllets.Reompliu.>>>
ScotApp_1402,"EL PONT DE CONNEXIÓ DE LA CUBETA D'EXPULSIÓ DE BITLLETS ESTÀ DESCONNECTAT."
ScotApp_1412,"Funcions d'assistència"
ScotApp_1868,"Assegureu-vos que les vostres mans no estiguin fora de camp de visió de la càmera de l'escàner."
HH_CompareSignatureLeadthru,Compareu les signatures i toqueu «Autoritzar» o «Tornar a signar».
ScotApp_408,408unused
ScotApp_1482,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1492,"Consulteu el manual del dispositiu per solucionar l'error."
EnterId,"Introduïu l'ID."
POSMessageText,Missatge POS:
ScotApp_465,%s               %s
ItemNotForSaleLeadthru,"Recolliu l'article del carril i toqueu «Eliminar protecció»."
ScotApp_7,7unused
ScotApp_6,6unused
ScotApp_5,5unused
ScotApp_4,4unused
ScotApp_3,3unused
ScotApp_2,kg
ScotApp_1,lb
MultimediaTrainingText,Formació multimèdia
TransactionCountText,Recompte:
ScotApp_9,9unused
ScotApp_8,8unused
ProfileManagerFLConfirm,Esteu segur que voleu aturar SelfServ Checkout i iniciar el Gestor de perfils?
XM_EmptyCashAcceptorLT,"Retirar els bitllets del receptor d'efectiu"
XM_CoinOverflow,Sobrecàrrega de monedes
TrainingProgramPrimaryTxt,Programa de formació
ScotApp_66,66unused
ScotApp_862,Entrada del valor del cupó:
ScotApp_168,Escanegeu els cupons i retireu-los fins al final de la compra.
EnterWeightTitle,"Peseu l'article"
UnexpectedIncreaseMessage,"Retireu l'article de la zona d'embosssament."
ScotApp_956,"Shut down and restart terminal:\n\n* Turn Supervisor keylock to 'S' -OR- press Supervisor button.\n* Select ""Run ADD on Next Reboot"".  Select ""Yes"" to confirm.\n* Select ""Shut Down Entire System"".\n* When screen blanks, turn off terminal at UPS or power strip.\n* Turn on terminal. Check event viewer. If error recurs, call for service."
StartTransactionAMButtonText,Iniciar & Assistència
ScotApp_811,Escanegeu la targeta regal. Comproveu si hi ha més articles al cistell.
InsertCash,"Introduïu l'efectiu"
ScotApp_1542,"Consulteu el manual del dispositiu per solucionar l'error."
YesButtonText,Sí
ScotApp_1349,%s\n %s\n%s %s esperat\n%s %s observat
SecurityDisableStatusTextOn,"La seguretat a l'embossament està activada"
ClearButtonText,Esborrar
BasicAssistModeTitle,"Funcions d'assistència"
XM_Cassette,Caixetí
ScotApp_300,300unused
WindowsLogOnTxt,Inici sessió Windows
ScotApp_742,742unused
ScotApp_909,Pes incorrecte a la balança de seguretat.
ScotApp_428,Groc
SelectCashBack,"Seleccioneu l'import que voleu rebre en efectiu"
ScotApp_56,Cancel·lar pagament
XM_PendingText,Pendent
XM_ReplenishInstruction,"Introduïu l'efectiu o seleccioneu la denominació i introduïu la quantitat, o establiu els recomptes.\nUn cop hàgiu acabat, toqueu «Aplicar els canvis»"
ScotApp_220,"* Obriu la porta de l'armari de la impressora.\n* Obriu la tapa de la impressora i comproveu si hi ha encallaments.\n* Carregueu un nou roll de paper a la impressora.\n* Tanqueu i bloquegeu la porta de l'armari de la impressora."
XM_TotalColectedText,Total Collected: %s
ScotApp_708,708unused
XM_PlaceJammedBill,Retireu la caixa de recaptació i col·loqueu-hi els bitllets encallats.
XM_ID,ID del personal de caixa
AssistedTenderLeadthru,"Utilitzeu el Mode d'assistència per acceptar el xec del client."
ScotApp_95,Escanegeu els cupons
ScotApp_896,Carregant WTINFO...
ScotApp_469,469unused
CouponNoMatchTitle,El cupó no concorda
XM_CoinOverflowText,Sobrecàrrega
XM_LoanFailureLeadthru,"S'ha rebutjat la càrrega. Seleccioneu la funció desitjada."
XM_SystemBusy,El sistema està ocupat... Espereu
SkipBaggingBtnThresholdLeadthru,Comproveu els articles del carril i toqueu «Eliminar protecció».
ScotApp_1081,Mostrar\ntots els carrils
ScotApp_986,986unused
ScotApp_464,%s               %s
ScotApp_841,"Entrada d'article"
ScotApp_1660,"Seleccioneu la opció d'impressió"
ScotApp_1670,Error al reciclador de monedes/bitllets
ScotApp_1640,Error a la tremuja
ScotApp_1650,(ddmmaa)
AssistedEndorsementLeadthru,Es requereix suport. Espereu fins que us atenguin.
ScotApp_1630,Error al reciclador de bitllets
ScotApp_1600,Estat del dispensador de targetes:
ScotApp_1610,"La cubeta d'expulsió està gairebé plena (%s)"
XM_Backspace,Retrocés
ScotApp_907,907unused
XM_ManualCoinDispenserEmpty,Restablir els recomptes de monedes
